
9/29/2017 11:36:01 AM
# # # 12.998 3.041 1.746 22 0F 23 30 00 00 0B 41 2.899 1.649 01
# # # 13.004 3.080 1.729 22 0F 23 30 00 00 49 82 2.901 1.648 02
# # # 12.517 2.900 1.647 22 0F 23 30 00 00 1F 02 2.899 1.650 01
# # # 13.022 3.030 1.745 22 0F 23 30 00 00 6B 21 2.903 1.649 02
# # # 12.846 2.943 1.683 22 0F 23 30 00 00 64 01 2.898 1.649 01
# # # 12.837 3.562 2.522 11 0F 46 30 00 00 42 40 3.495 2.497 02
# # # 15.164 0.000 0.000 11 0F 46 30 00 00 00 00 0.000 0.000 91
# # # 12.867 3.542 2.507 11 0F 46 30 00 00 01 5E 3.505 2.504 02
# # # 15.022 0.000 0.000 11 0F 46 30 00 00 00 00 0.000 0.000 91
# # # 12.779 3.608 2.525 11 0F 46 30 00 00 62 81 3.501 2.500 01
9/29/2017 11:50:21 AM
9/29/2017 12:02:49 PM
9/29/2017 12:06:26 PM
9/29/2017 12:08:11 PM
# # # 10 14.317 0.000 0.000 11 0F 46 30 00 00 00 00 0.000 0.000 92
# # # 10 11.368 3.554 2.508 11 0F 46 30 00 00 81 5E 3.504 2.503 02
# # # 10 14.416 3.608 2.526 11 0F 46 30 00 00 62 81 3.498 2.499 02
9/29/2017 2:28:10 PM
9/30/2017 11:49:45 AM
9/30/2017 11:50:17 AM
# # # 10 9.759 3.196 2.515 91 0F 68 30 00 00 C1 21 3.160 2.500 01
# # # 10 11.235 3.220 2.519 91 0F 68 30 00 00 62 7E 3.163 2.504 02
# # # 10 11.265 3.191 2.525 91 0F 68 30 00 00 82 01 3.158 2.499 02
# # # 10 11.483 3.216 2.516 91 0F 68 30 00 00 21 62 3.159 2.499 02
# # # 10 11.310 3.203 2.535 91 0F 68 30 00 00 C3 1F 3.163 2.503 02
# # # 10 11.273 3.175 2.509 91 0F 68 30 00 00 81 1E 3.166 2.504 02
# # # 10 11.226 3.210 2.512 91 0F 68 30 00 00 21 61 3.156 2.497 02
# # # 10 11.455 3.203 2.539 91 0F 68 30 00 00 63 01 3.160 2.498 02
# # # 10 11.273 3.180 2.519 91 0F 68 30 00 00 22 1E 3.163 2.503 02
9/30/2017 3:31:09 PM
9/30/2017 3:31:48 PM
9/30/2017 3:47:17 PM
10/1/2017 11:50:11 AM
10/1/2017 11:56:43 AM
10/1/2017 12:00:14 PM
10/1/2017 12:02:32 PM
10/1/2017 12:03:11 PM
10/1/2017 12:07:18 PM
10/1/2017 12:12:47 PM
10/1/2017 12:13:10 PM
10/1/2017 12:14:58 PM
10/1/2017 12:16:19 PM
10/1/2017 12:26:30 PM
10/1/2017 12:48:42 PM
# # # 50 9.971 0.820 0.000 87 E3 34 30 00 00 00 00 0.000 0.000 95
10/1/2017 12:53:31 PM
# # # 50 9.971 0.820 0.000 87 E3 34 30 00 00 00 00 0.000 0.000 95
10/1/2017 12:55:14 PM
10/1/2017 2:08:06 PM
10/1/2017 2:25:36 PM
10/1/2017 2:26:36 PM
10/1/2017 4:40:55 PM
10/1/2017 4:41:43 PM
10/1/2017 4:43:31 PM
10/10/2017 2:39:07 PM
10/10/2017 2:43:33 PM
10/10/2017 5:07:57 PM
10/17/2017 11:22:59 AM
10/17/2017 4:54:04 PM
10/17/2017 4:54:13 PM
10/18/2017 9:26:27 AM
10/18/2017 9:27:19 AM
10/18/2017 9:27:33 AM
10/18/2017 9:28:07 AM
10/18/2017 9:28:35 AM
10/18/2017 9:31:33 AM
10/18/2017 9:34:04 AM
10/18/2017 9:34:37 AM
10/18/2017 9:35:47 AM
10/18/2017 9:38:34 AM
10/18/2017 10:05:02 AM
10/18/2017 10:06:31 AM
10/18/2017 10:08:31 AM
10/18/2017 10:09:37 AM
10/18/2017 11:36:54 AM
10/21/2017 11:07:58 AM
12/20/2017 6:52:39 PM
12/20/2017 6:53:42 PM
12/20/2017 7:05:10 PM
12/20/2017 7:05:43 PM
12/21/2017 10:23:25 AM
# # # 50 9.741 0.909 0.000 00 51 10 40 00 00 00 00 0.000 0.000 95
# # # 50 11.659 3.007 0.000 00 51 10 40 00 00 00 00 0.000 0.000 93
# # # 50 11.673 2.830 0.000 40 50 10 40 00 00 00 00 0.000 0.000 93
# # # 50 11.691 3.080 0.000 00 50 10 40 00 00 00 00 0.000 0.000 93
# # # 50 11.690 2.734 0.000 00 50 90 00 00 00 00 00 0.000 0.000 93
# # # 50 11.673 2.797 2.483 DE 50 90 00 00 00 00 00 3.497 2.500 02
12/21/2017 10:28:52 AM
12/21/2017 10:30:31 AM
12/21/2017 10:30:40 AM
12/21/2017 10:31:01 AM
12/21/2017 10:31:30 AM
# # # 50 11.161 4.059 2.525 64 51 10 60 00 00 00 00 3.526 2.527 02
12/21/2017 10:45:44 AM
12/21/2017 10:46:17 AM
