C:\Users\Work\Documents\Github\SKCS_GUI_AUTO\SenkoMicro-SKCS-GUI - auto\OneWire_GUI_CurrentSensor_v3\CurrentSensorV3\bin\Release\SL620TrimTest-1-17-05-22-06-33-35.csv
ID,read before write,read after write,read after trim,read after power cycle 1,read after power cycle 2,read after power cycle 3
0,pass,pass,pass,pass,pass,pass
