IP,Vout1,Vout2,Vout3,Vout4,Vout5
0,-3.994,-3.994,-3.995,-3.996,-3.996
1,-3.996,-3.996,-3.996,-3.996,-3.997
2,-3.996,-3.996,-3.996,-3.996,-3.996
3,-3.996,-3.996,-3.996,-3.997,-3.996
4,-1.770,-1.769,-1.769,-1.769,-1.769
5,0.019,0.018,0.019,0.019,0.019
6,0.019,0.019,0.019,0.019,0.019
7,-3.099,-3.100,-3.101,-3.101,-3.101
8,0.018,0.018,0.018,0.019,0.019
