Temp,TC,ID,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A
25,0,0.811,0.957,0.812,0.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0,0.812,0.957,0.812,0.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0,0.812,0.957,0.812,0.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1,0.812,0.957,0.812,0.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1,0.812,0.957,0.812,0.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1,0.812,0.957,0.812,0.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2,0.812,0.957,0.812,0.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2,0.812,0.957,0.812,0.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2,0.812,0.957,0.811,0.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3,0.811,0.957,0.812,0.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3,0.812,0.957,0.812,0.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3,0.812,0.957,0.811,0.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temp,TC,ID,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,
25,0,0,0.812,0.957,0.812,0.957,
25,0,1,0.812,0.957,0.812,0.957,
25,1,0,0.812,0.957,0.812,0.957,
25,1,1,0.812,0.957,0.812,0.957,
25,2,0,0.812,0.957,0.812,0.957,
25,2,1,0.812,0.957,0.812,0.957,
Temp,TC,VIP-0,V0A-0,VIP-1,V0A-1,VIP-2,V0A-2,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,
125,0,0.831,0.957,0.809,0.957,
125,0,0.808,0.957,0.808,0.957,
125,0,0.807,0.957,0.807,0.957,
125,0,0.807,0.957,0.807,0.957,
125,1,0.807,0.957,0.807,0.957,
125,1,0.807,0.957,0.807,0.957,
125,1,0.807,0.957,0.807,0.957,
125,1,0.807,0.957,0.807,0.957,
125,2,0.807,0.957,0.808,0.957,
125,2,0.807,0.957,0.807,0.957,
125,2,0.807,0.957,0.807,0.957,
125,2,0.808,0.957,0.807,0.957,
Temp,TC,Offset,VIP-0,V0A-0,VIP-1,V0A-1,VIP-2,V0A-2,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,VIP,V0A,
