11/7/2017 11:16:37 AM
SC784-YG-25A
IP = 25A
Temp,TC,VIP-0,V0A-0,VIP-1,V0A-1,VIP-2,V0A-2,VIP-3,V0A-3,VIP-4,V0A-4,VIP-5,V0A-5,VIP-6,V0A-6,VIP-7,V0A-7,VIP-8,V0A-8,VIP-9,V0A-9,VIP-10,V0A-10,VIP-11,V0A-11,VIP-12,V0A-12,VIP-13,V0A-13,VIP-14,V0A-14,VIP-15,V0A-15,
25,00,0.286,0.286,4.501,2.500,4.490,2.505,0.536,0.516,4.517,2.503,4.511,2.502,4.510,2.501,1.554,1.225,4.514,2.508,4.495,2.501,4.508,2.502,4.535,2.504,4.504,2.505,4.515,2.502,
25,01,0.286,0.286,4.498,2.501,4.487,2.506,0.535,0.517,4.514,2.503,4.510,2.504,4.508,2.502,1.568,1.234,4.511,2.507,4.495,2.501,4.505,2.502,4.533,2.505,4.502,2.505,4.511,2.502,
25,02,0.286,0.286,4.495,2.501,4.484,2.506,0.535,0.517,4.512,2.503,4.508,2.503,4.506,2.502,1.580,1.239,4.508,2.508,4.491,2.501,4.503,2.502,4.531,2.506,4.499,2.504,4.509,2.502,
25,03,0.286,0.286,4.491,2.500,4.481,2.507,0.535,0.516,4.508,2.503,4.506,2.503,4.504,2.501,1.587,1.242,4.507,2.507,4.489,2.501,4.500,2.502,4.530,2.505,4.496,2.504,4.506,2.502,
