11/27/2017 4:04:13 PM
YuEn-Sample-2
IP = 50A
Temp,TC,VIP-0,V0A-0,VIP-1,V0A-1,VIP-2,V0A-2,VIP-3,V0A-3,VIP-4,V0A-4,VIP-5,V0A-5,VIP-6,V0A-6,VIP-7,V0A-7,VIP-8,V0A-8,VIP-9,V0A-9,VIP-10,V0A-10,VIP-11,V0A-11,VIP-12,V0A-12,VIP-13,V0A-13,VIP-14,V0A-14,VIP-15,V0A-15,
85,00,2.665,2.503,
85,01,2.664,2.502,
85,02,2.663,2.503,
85,03,2.662,2.503,
85,04,2.661,2.503,
85,05,2.660,2.503,
85,06,2.660,2.503,
85,07,2.658,2.502,
85,08,2.657,2.502,
85,09,2.657,2.502,
11/27/2017 7:22:13 PM
YuEn-Sample-2
IP = 50A
Temp,TC,VIP-0,V0A-0,VIP-1,V0A-1,VIP-2,V0A-2,VIP-3,V0A-3,VIP-4,V0A-4,VIP-5,V0A-5,VIP-6,V0A-6,VIP-7,V0A-7,VIP-8,V0A-8,VIP-9,V0A-9,VIP-10,V0A-10,VIP-11,V0A-11,VIP-12,V0A-12,VIP-13,V0A-13,VIP-14,V0A-14,VIP-15,V0A-15,
25,00,2.677,2.502,
25,01,2.676,2.502,
25,02,2.677,2.502,
25,03,2.676,2.502,
25,04,2.676,2.502,
25,05,2.676,2.502,
25,06,2.676,2.502,
25,07,2.676,2.502,
25,08,2.676,2.502,
25,09,2.675,2.502,
11/27/2017 7:46:11 PM
YuEn-Sample-2
IP = 50A
Temp,TC,VIP-0,V0A-0,VIP-1,V0A-1,VIP-2,V0A-2,VIP-3,V0A-3,VIP-4,V0A-4,VIP-5,V0A-5,VIP-6,V0A-6,VIP-7,V0A-7,VIP-8,V0A-8,VIP-9,V0A-9,VIP-10,V0A-10,VIP-11,V0A-11,VIP-12,V0A-12,VIP-13,V0A-13,VIP-14,V0A-14,VIP-15,V0A-15,
25,00,2.676,2.501,
25,01,2.676,2.501,
25,02,2.676,2.501,
25,03,2.676,2.501,
25,04,2.676,2.501,
25,05,2.676,2.502,
25,06,2.676,2.502,
25,07,2.675,2.501,
25,08,2.675,2.502,
25,09,2.675,2.501,
11/27/2017 8:18:58 PM
YuEn-Sample-2
IP = 50A
Temp,TC,VIP-0,V0A-0,VIP-1,V0A-1,VIP-2,V0A-2,VIP-3,V0A-3,VIP-4,V0A-4,VIP-5,V0A-5,VIP-6,V0A-6,VIP-7,V0A-7,VIP-8,V0A-8,VIP-9,V0A-9,VIP-10,V0A-10,VIP-11,V0A-11,VIP-12,V0A-12,VIP-13,V0A-13,VIP-14,V0A-14,VIP-15,V0A-15,
85,00,2.681,2.503,
85,01,2.680,2.503,
85,02,2.679,2.502,
85,03,2.678,2.503,
85,04,2.676,2.503,
85,05,2.675,2.503,
85,06,2.675,2.502,
85,07,2.673,2.503,
85,08,2.672,2.503,
85,09,2.672,2.503,
