IP,Vout1,Vout2,Vout3,Vout4,Vout5
0,0.025,0.025,0.025,0.025,0.025
1,0.471,0.471,0.471,0.471,0.471
2,0.919,0.918,0.918,0.918,0.918
3,1.373,1.373,1.373,1.373,1.373
4,1.827,1.827,1.828,1.827,1.828
5,2.281,2.282,2.282,2.282,2.281
6,2.735,2.735,2.735,2.735,2.736
7,3.181,3.181,3.181,3.181,3.181
8,3.632,3.632,3.632,3.632,3.632
9,4.081,4.081,4.081,4.081,4.081
